,INDP,count_target,count_deidentified
12,4670,25,35
22,4680,3,4
6,4690,9,6
18,4770,14,14
33,4780,3,3
20,4795,24,19
15,4870,27,33
16,4880,7,7
31,4890,4,8
5,4971,79,72
27,4972,7,6
25,4980,11,10
10,4990,11,15
13,5070,32,31
7,5080,15,11
30,5090,9,8
1,5170,48,43
14,5180,6,7
8,5190,10,18
3,5275,18,15
29,5295,4,3
4,5370,5,3
24,5381,10,11
11,5391,16,17
32,5470,2,2
23,5480,7,6
2,5490,9,10
21,5570,8,8
17,5580,15,9
9,5593,26,21
26,5670,3,3
28,5680,6,9
19,5690,1,2
0,5790,19,16
