,POVPIP,count_target,count_deidentified
0,13,1712,1643
1,-1,215,116
2,6,158,59
3,4,155,55
4,2,124,116
5,1,107,193
6,5,105,200
7,0,98,278
8,3,93,134
9,7,88,56
