,PINCP_DECILE,count_target,count_deidentified
0,-1,432,386
1,9,382,312
2,8,280,313
3,0,276,217
4,7,258,262
5,1,237,264
6,6,229,260
7,2,209,219
8,4,201,208
9,5,184,185
10,3,167,224
