,PINCP_DECILE,count_target,count_deidentified
0,-1,398,513
1,0,287,266
2,7,259,225
3,8,251,266
4,9,251,204
5,5,226,223
6,4,217,201
7,6,217,226
8,3,212,219
9,2,193,180
10,1,101,101
