,NOC,count_target,count_deidentified
0,0,1519.0,1439
1,1,342.0,341
2,2,340.0,417
3,3,237.0,263
4,-1,100.0,55
5,4,60.0,69
6,5,14.0,23
7,6,0.0,4
8,7,0.0,5
9,11,0.0,8
