,SEX,OWN_RENT,DPHY,DEYE,DEAR
SEX,0.0,0.010539305859283109,-0.01051943513953946,0.0049095841433674904,-0.004859733558528832
OWN_RENT,0.010539305859283109,3.774758283725532e-15,0.005714028274731976,-0.008068063468504489,-0.0056283859552825714
DPHY,-0.01051943513953946,0.005714028274731976,5.551115123125783e-16,-0.004819295292799813,0.0008230094675275232
DEYE,0.0049095841433674904,-0.008068063468504489,-0.004819295292799813,2.55351295663786e-15,-0.005160865532194747
DEAR,-0.004859733558528832,-0.0056283859552825714,0.0008230094675275232,-0.005160865532194747,0.0
