,feature,divergence
1,AGEP,0.824717038849801
9,PINCP_DECILE,0.04775788331418357
10,POVPIP,0.037930191503575864
0,PUMA,0.03255683334926551
3,MSP,0.01767922498863038
7,NPF,0.014893603418027
5,RAC1P,0.011905094600508762
8,OWN_RENT,0.011663133512430313
6,NOC,0.010809597125994365
4,HISP,0.005446415183833126
2,SEX,0.0027773950939720127
