,feature,divergence
1,AGEP,1.3253694136559284
22,PWGTP,0.9181895452613685
23,WGTP,0.8231228857975196
11,INDP,0.2778429492980468
14,PINCP,0.2330558858501783
15,PINCP_DECILE,0.18430439952437597
13,EDU,0.15581527020746183
12,INDP_CAT,0.10365623400970196
7,NPF,0.10286708700383078
0,PUMA,0.10023576564894487
5,RAC1P,0.09271194468827895
16,POVPIP,0.07176626221503828
6,NOC,0.05447480122408099
4,HISP,0.03503424608148216
10,DENSITY,0.032934122878078786
2,SEX,0.03201118113700774
9,OWN_RENT,0.020872222720897272
19,DPHY,0.00681831790253902
18,DREM,0.006208866174872228
21,DEAR,0.005284657061306805
17,DVET,0.005006741354108844
8,HOUSING_TYPE,0.0031614041109646425
20,DEYE,0.0019200564810161573
3,MSP,0.0
