,WGTP,count_target,count_deidentified
0,7,541,559
1,12,487,529
2,11,483,499
3,4,479,482
4,0,475,467
5,5,472,465
6,9,472,439
7,2,468,510
8,18,467,439
9,17,467,472
10,19,463,474
11,16,462,451
12,13,459,445
13,1,458,478
14,14,458,492
15,6,451,449
16,15,449,434
17,8,434,374
18,10,424,419
19,3,407,399
