,PINCP_DECILE,count_target,count_deidentified
0,-1,1120,1176
1,9,869,874
2,8,782,778
3,7,733,738
4,6,678,696
5,4,593,605
6,0,591,634
7,1,591,557
8,2,570,541
9,3,557,526
10,5,550,509
