,EDU,count_target,count_deidentified
0,7,962,909
1,9,945,952
2,5,939,706
3,3,611,549
4,4,598,474
5,10,499,591
6,6,203,170
7,1,202,176
8,8,184,327
9,11,150,218
10,-1,148,176
11,12,133,179
12,2,122,188
