,NOC,count_target,count_deidentified
0,0,5155,5153
1,2,1428,1416
2,1,1213,1197
3,3,888,894
4,4,235,233
5,-1,226,225
6,5,78,92
7,6,31,19
8,11,13,27
9,7,9,20
