,INDP,count_target,count_deidentified
4,8770,18,16.0
15,8780,1,3.0
11,8790,3,2.0
12,8870,3,4.0
3,8891,4,0.0
6,8970,3,0.0
5,8980,34,32.0
9,8990,13,14.0
7,9070,4,2.0
14,9080,1,5.0
2,9090,22,21.0
8,9160,21,17.0
0,9170,37,24.0
10,9180,6,2.0
13,9190,3,5.0
1,9290,22,10.0
