,WGTP,count_target,count_deidentified
0,0,473,541
1,3,435,445
2,11,418,403
3,14,416,454
4,16,408,408
5,5,399,376
6,4,389,412
7,8,388,384
8,7,386,374
9,19,381,358
10,18,380,314
11,17,377,338
12,9,374,387
13,12,371,416
14,15,360,344
15,10,356,356
16,6,353,357
17,2,345,351
18,13,341,349
19,1,284,267
