,PWGTP,count_target,count_deidentified
0,11,433,456
1,4,432,407
2,9,417,405
3,2,408,419
4,15,405,412
5,12,394,421
6,17,390,339
7,5,386,398
8,14,382,379
9,6,382,437
10,16,382,359
11,19,381,368
12,7,381,398
13,18,375,318
14,0,370,418
15,1,368,375
16,8,354,335
17,3,346,341
18,10,329,309
19,13,319,340
