,EDU,count_target,count_deidentified
0,7,497,501
1,9,453,464
2,5,399,417
3,3,326,370
4,4,206,216
5,8,180,190
6,10,175,170
7,-1,98,77
8,6,95,110
9,2,79,70
10,1,68,60
11,11,25,22
12,12,24,20
