,POVPIP,count_target,count_deidentified
0,16,914,964
1,7,160,162
2,4,153,112
3,10,150,159
4,2,141,132
5,3,138,149
6,1,134,108
7,6,134,134
8,0,133,155
9,11,131,140
10,9,129,133
11,8,115,124
12,5,109,117
13,12,72,68
14,-1,12,30
