,NOC,count_target,count_deidentified
0,0,1436.0,1497
1,2,432.0,472
2,1,357.0,370
3,3,241.0,204
4,4,95.0,76
5,5,28.0,26
6,-1,23.0,33
7,11,13.0,8
8,6,0.0,1
