,AGEP,count_target,count_deidentified
0,0,167,120
1,5,158,133
2,8,148,148
3,4,148,168
4,2,144,175
5,10,143,106
6,7,142,140
7,14,140,157
8,17,139,138
9,12,132,113
10,9,130,149
11,11,129,138
12,18,127,121
13,1,125,130
14,19,125,160
15,6,119,118
16,3,111,121
17,15,110,124
18,16,100,99
19,13,88,129
