,PWGTP,count_target,count_deidentified
0,18,231,195
1,19,221,249
2,17,157,152
3,1,146,124
4,11,144,139
5,16,139,135
6,12,138,162
7,3,134,129
8,2,133,121
9,10,131,131
10,9,124,101
11,13,123,133
12,15,116,123
13,4,112,133
14,5,110,130
15,7,109,95
16,8,103,115
17,14,103,122
18,0,78,110
19,6,73,88
