,NPF,count_target,count_deidentified
0,2,780.0,730
1,-1,531.0,394
2,3,426.0,468
3,4,335.0,453
4,5,335.0,286
5,6,138.0,135
6,7,35.0,106
7,8,32.0,26
8,11,0.0,8
9,13,0.0,14
