,PINCP,count_target,count_deidentified
0,-1,398,471
1,1,283,293
2,8,127,58
3,4,125,73
4,19,122,281
5,7,118,87
6,13,118,130
7,5,116,83
8,3,113,86
9,10,110,133
10,11,109,115
11,14,108,112
12,17,108,106
13,16,106,81
14,9,105,85
15,15,104,44
16,6,103,80
17,12,100,94
18,18,95,132
19,2,40,74
20,0,4,2
