,POVPIP,count_target,count_deidentified
0,16,864,996
1,10,178,115
2,1,174,141
3,2,153,125
4,4,141,141
5,3,140,120
6,0,137,128
7,7,118,107
8,6,116,115
9,5,114,90
10,8,111,129
11,9,108,139
12,11,105,145
13,-1,79,54
14,12,74,75
