,PINCP_DECILE,count_target,count_deidentified
0,-1,1682,187
1,0,990,1193
2,8,913,619
3,9,875,334
4,7,863,962
5,6,799,1103
6,5,777,1199
7,3,713,1083
8,4,693,1137
9,2,624,928
10,1,347,531
