,feature,divergence
10,POVPIP,10.031851623864977
9,PINCP_DECILE,4.446039555356773
1,AGEP,4.432150422893549
3,MSP,0.5699843505477309
7,NPF,0.5326107814221243
0,PUMA,0.5154421750592496
6,NOC,0.28531029640238986
2,SEX,0.12965444590504893
5,RAC1P,0.08113392970505197
8,OWN_RENT,0.0618775629319685
4,HISP,0.0328145584775043
