,NPF,count_target,count_deidentified
0,2,2568,2630
1,3,1685,1996
2,4,1645,1420
3,-1,1273,1008
4,5,1156,932
5,6,569,694
6,7,275,397
7,8,81,124
8,13,13,32
9,11,11,43
