,AGEP,count_target,count_deidentified
0,3,1716,80
1,12,1630,47
2,15,1550,39
3,17,1531,47
4,7,1511,49
5,6,1488,31
6,13,1419,50
7,8,1402,36
8,19,1381,25
9,1,1381,64
10,0,1353,65
11,9,1344,41
12,18,1295,25
13,11,1263,43
14,4,1240,36
15,2,1225,56
16,10,1192,33
17,14,1132,35
18,16,1118,50
19,5,1082,25
