,EDU,count_target,count_deidentified
0,9,509,482
1,7,477,501
2,5,412,392
3,3,270,284
4,4,220,218
5,10,177,119
6,8,153,169
7,6,120,139
8,-1,82,96
9,1,64,43
10,2,53,74
11,11,47,44
12,12,28,33
