,Sub-Sample Size,Sub-Sample K-Marginal Score,Deidentified Data K-marginal score,Absolute Diff. From Deidentified Data K-marginal Score
0,1%,557,817,260
1,5%,781,817,36
2,10%,850,817,33
3,20%,897,817,80
4,30%,922,817,105
5,40%,938,817,121
6,50%,949,817,132
7,60%,958,817,141
8,70%,966,817,149
9,80%,974,817,157
10,90%,982,817,165
