,SEX,OWN_RENT,DPHY,DEYE,DEAR
SEX,1.1102230246251565e-16,0.019907379771979282,-0.015972622011313865,0.00834692923662483,-0.016310576782696068
OWN_RENT,0.019907379771979275,0.0,0.020245089165115356,-0.018727647431254893,0.0010376260108359145
DPHY,-0.015972622011313865,0.020245089165115353,0.0,-0.012614988158594326,-0.004418149026815726
DEYE,0.00834692923662483,-0.018727647431254893,-0.012614988158594298,0.0,0.01977625248279344
DEAR,-0.01631057678269607,0.0010376260108359145,-0.004418149026815726,0.019776252482793466,0.0
