,PINCP_DECILE,count_target,count_deidentified
0,-1,1682,1726
1,0,990,1046
2,8,913,862
3,9,875,877
4,7,863,906
5,6,799,671
6,5,777,827
7,3,713,701
8,4,693,620
9,2,624,633
10,1,347,407
