,NOC,count_target,count_deidentified
0,0,5155,5123.0
1,2,1428,1362.0
2,1,1213,1146.0
3,3,888,953.0
4,4,235,271.0
5,-1,226,265.0
6,5,78,91.0
7,6,31,0.0
8,11,13,61.0
9,7,9,4.0
