,AGEP,count_target,count_deidentified
0,14,562,578
1,4,544,527
2,17,536,415
3,0,516,421
4,8,484,597
5,2,483,591
6,5,471,459
7,9,470,434
8,19,470,411
9,11,468,554
10,12,462,474
11,7,453,537
12,18,443,516
13,15,437,433
14,10,436,476
15,1,426,370
16,6,425,441
17,13,421,324
18,3,385,352
19,16,384,366
