,Target samples,Deid. samples
0,6,0
1,0,0
2,51,1
3,0,0
4,321,15
5,0,0
6,0,0
7,0,0
8,321,28
9,0,0
10,0,0
11,0,0
12,22,3
13,730,106
14,0,0
15,0,0
16,154,29
17,2233,463
18,1562,340
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,6,2
26,113,40
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,17,9
36,0,0
37,1864,1081
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,14,14
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,11,16
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,154,299
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,2,6
76,14,45
77,23,77
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,4,19
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,5,50
92,0,0
93,0,0
94,5,84
95,0,0
96,0,0
97,0,0
98,0,0
99,2,4907
