,POVPIP,count_target,count_deidentified
0,16,3401,3407
1,3,467,476
2,7,460,456
3,10,460,469
4,8,459,451
5,2,457,464
6,0,454,472
7,11,451,457
8,1,450,432
9,4,448,452
10,5,447,430
11,9,447,449
12,6,445,450
13,12,231,227
14,-1,199,184
