,NPF,count_target,count_deidentified
0,2,2568,2579
1,3,1685,1680
2,4,1645,1625
3,-1,1273,1265
4,5,1156,1160
5,6,569,559
6,7,275,294
7,8,81,76
8,13,13,22
9,11,11,16
