,NPF,count_target,count_deidentified
0,-1,8043,1961
1,2,6625,2356
2,4,4317,3046
3,3,4213,3012
4,5,2300,2036
5,6,1000,2413
6,7,346,1911
7,8,235,1924
8,9,75,2157
9,10,41,1369
10,12,36,2507
11,11,22,2561
