,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,DVET,DEYE
AGEP,0.0,-0.01776556353262374,0.17897369704836918,,0.10884152374818498,0.017279615554847985,,-0.10574924174207101
SEX,-0.017765563532623745,0.0,-0.023340567195094565,,0.22122237535343564,-0.01521429701214504,,-0.09820097244188632
MSP,0.17897369704836918,-0.02334056719509456,0.0,,0.13384699300252167,-0.3408895218513914,,-0.06991167162188994
RAC1P,,,,,,,,
HOUSING_TYPE,0.10884152374818498,0.22122237535343564,0.13384699300252167,,0.0,-0.22683284124901293,,-0.1654564221765237
OWN_RENT,0.01727961555484797,-0.01521429701214504,-0.3408895218513914,,-0.22683284124901298,1.1102230246251565e-16,,0.023679645977625393
DVET,,,,,,,,
DEYE,-0.10574924174207101,-0.09820097244188632,-0.06991167162188992,,-0.16545642217652368,0.023679645977625393,,2.220446049250313e-16
