,feature,divergence
22,PWGTP,14.73849229236006
23,WGTP,11.248342062768902
10,DENSITY,4.543026304126724
14,PINCP,2.074117493434702
1,AGEP,1.2155614208731995
16,POVPIP,1.0570182385789286
11,INDP,0.62607316696449
12,INDP_CAT,0.2574354121763308
15,PINCP_DECILE,0.2432937365912296
13,EDU,0.22085317498161536
6,NOC,0.12228918987686001
7,NPF,0.11681149781367695
3,MSP,0.07637514226232078
0,PUMA,0.04212055192447328
5,RAC1P,0.0374895542045806
9,OWN_RENT,0.031016795629863175
2,SEX,0.02995626858800471
19,DPHY,0.011900383598515009
4,HISP,0.010708390062035434
18,DREM,0.0077091012762766364
8,HOUSING_TYPE,0.007251450198867845
17,DVET,0.0067657384347437465
21,DEAR,0.005925856656201989
20,DEYE,0.00478455042024108
