,INDP_CAT,count_target,count_deidentified
0,-1,2298,2235
1,10,543,610
2,14,456,389
3,11,435,346
4,6,341,327
5,12,318,296
6,4,226,214
7,9,204,190
8,3,193,206
9,15,136,160
10,7,118,122
11,8,111,78
12,16,104,200
13,13,77,84
14,5,44,60
15,18,39,35
16,0,23,80
17,2,21,32
18,17,6,23
19,1,3,35
