,EDU,count_target,count_deidentified
0,9,4719,5244.0
1,7,4597,5117.0
2,5,3910,4515.0
3,10,2864,2582.0
4,3,2842,2978.0
5,4,2310,2449.0
6,8,1318,1297.0
7,11,958,0.0
8,1,765,658.0
9,6,760,351.0
10,-1,759,860.0
11,12,753,489.0
12,2,698,713.0
