,AGEP,count_target,count_deidentified
0,3,1716,2154.0
1,12,1630,1683.0
2,15,1550,1157.0
3,17,1531,1412.0
4,7,1511,1742.0
5,6,1488,1698.0
6,13,1419,2532.0
7,8,1402,782.0
8,19,1381,0.0
9,1,1381,528.0
10,0,1353,1488.0
11,9,1344,797.0
12,18,1295,284.0
13,11,1263,1262.0
14,4,1240,3391.0
15,2,1225,2260.0
16,10,1192,677.0
17,14,1132,758.0
18,16,1118,1588.0
19,5,1082,1060.0
