,WGTP,count_target,count_deidentified
0,0,209,191
1,12,191,189
2,16,174,166
3,9,167,171
4,13,164,159
5,11,156,149
6,19,156,168
7,15,145,150
8,14,144,151
9,8,141,167
10,4,140,163
11,7,137,152
12,5,135,120
13,17,127,117
14,10,125,135
15,18,124,113
16,3,122,92
17,6,104,93
18,2,97,97
19,1,54,52
