,PWGTP,count_target,count_deidentified
0,11,181,195
1,15,179,190
2,12,175,170
3,14,167,168
4,19,164,170
5,16,148,154
6,9,146,152
7,6,143,138
8,4,141,173
9,7,138,154
10,17,137,111
11,8,135,123
12,10,133,131
13,13,130,129
14,2,126,121
15,0,126,119
16,18,123,117
17,5,120,84
18,3,108,113
19,1,92,83
