,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,DVET,DEYE
AGEP,0.0,0.0010827520844006663,-0.009201349860988778,,-0.011135445932715336,-0.011377113095624364,0.015685363815048564,0.003615582258047395
SEX,0.0010827520844006594,0.0,0.006773009479585467,,-0.05291309749991856,0.017769062470731165,-0.026691718000381767,0.033718476014146376
MSP,-0.009201349860988778,0.006773009479585467,-2.220446049250313e-16,,-0.03354085413306715,-0.1128756809199131,-0.006576895494427212,0.020009149337230865
RAC1P,,,,,,,,
HOUSING_TYPE,-0.01113544593271533,-0.05291309749991854,-0.03354085413306715,,0.0,-0.025312341624120327,0.0067320663610168354,0.0281930492021626
OWN_RENT,-0.011377113095624378,0.017769062470731165,-0.1128756809199131,,-0.025312341624120382,1.1102230246251565e-16,-0.007497368236088512,-0.01629574211257189
DVET,0.015685363815048564,-0.026691718000381767,-0.006576895494427212,,0.0067320663610168354,-0.007497368236088512,0.0,-0.04229271495171819
DEYE,0.003615582258047395,0.033718476014146376,0.020009149337230872,,0.0281930492021626,-0.01629574211257189,-0.042292714951718206,2.220446049250313e-16
