,POVPIP,count_target,count_deidentified
0,13,1712,1641
1,-1,215,148
2,6,158,100
3,4,155,122
4,2,124,146
5,1,107,174
6,5,105,115
7,0,98,192
8,3,93,134
9,7,88,75
