,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,0.0,0.0654272542387086,,-0.002977568723953855,-0.038430830900217726,0.07858568957706183,-0.09039258986871898,-0.12788473118494756,0.10048729787223461,-0.05135937078702868,-0.06392672692175877,-0.12196811650952073,0.03468273686870363,0.09781748783196845,0.05397658508394339,,0.01203627884951618,-0.03889868887426882,0.001941656268147825
AGEP,0.06542725423870861,0.0,,-0.32216117238133124,-0.06639879007506266,0.056734650369987746,0.232911873564814,0.11859642284805982,-0.014073194187245737,0.035266915845949556,-0.048292947100530254,-0.40747707248648,-0.1627654645525696,-0.11663106237139578,-0.13592492224804748,,-0.420720337143257,-0.0820719247168733,-0.030050706112618147
SEX,,,,,,,,,,,,,,,,,,,
MSP,-0.002977568723953848,-0.32216117238133124,,-2.220446049250313e-16,0.1433620574253843,0.021703557087909248,0.013952982147915849,0.0033457217713334098,0.14094947606600183,-0.17416411666274634,-0.0034493264213858177,0.11993244912603193,-0.10036872738723684,-0.09281122724719723,-0.0003111988199433341,,0.050307017587809755,0.14127733407546872,0.058371461948889494
HISP,-0.03843083090021772,-0.06639879007506269,,0.14336205742538427,0.0,0.014576663793167466,-0.06234863057341883,-0.03741837738354737,-0.03965810175730877,-0.07603050790947395,0.09540938982858899,0.019439964167394547,-0.05432228846643379,-0.059264031593336874,-0.025742018684869934,,0.04203400559942823,0.0935757292866659,-0.03847743227721599
RAC1P,0.07858568957706183,0.056734650369987746,,0.021703557087909248,0.014576663793167466,0.0,-0.06260745676990101,-0.15455453385013074,-0.09628875809304181,0.08292252874719097,0.04325922970624828,-0.07080486158301644,0.008939173312116216,0.05602069728718326,-0.02115351399259567,,0.14080981882929663,0.03582620528937851,-0.10180302131296837
NOC,-0.09039258986871897,0.23291187356481396,,0.013952982147915904,-0.06234863057341883,-0.06260745676990101,-2.220446049250313e-16,0.061811623022561046,-0.39276265613898875,0.5290431531343904,0.16184323250806626,0.21339864918377072,0.1559950005560287,0.26078617079967514,0.14161720535615807,,0.12482802878485476,-0.03894837593420729,-0.09715572839392167
NPF,-0.12788473118494756,0.11859642284805982,,0.0033457217713334653,-0.03741837738354737,-0.1545545338501307,0.061811623022560935,0.0,-0.2707689796418727,0.41144353237622144,0.015206143794918449,0.16701906106379177,0.04889621884836866,0.1600012142929596,0.17822986580983632,,0.1611533518527812,-0.01996993358206431,-0.06863744736757973
HOUSING_TYPE,0.10048729787223461,-0.01407319418724573,,0.1409494760660019,-0.039658101757308765,-0.09628875809304181,-0.39276265613898875,-0.27076897964187263,0.0,-0.2597843991970953,-0.1472930164719894,-0.011796013648033305,0.012962733521999843,-0.07310737183714855,-0.06750955133907782,,0.14153528953815478,0.09025897008291281,0.09966674200300728
OWN_RENT,-0.05135937078702868,0.03526691584594955,,-0.17416411666274637,-0.07603050790947395,0.082922528747191,0.5290431531343904,0.41144353237622144,-0.2597843991970953,0.0,0.12550292537324342,0.13549488492815678,0.0844000938159188,0.16544975358380637,0.019590510356124025,,0.06045666585116583,-0.03448776025262888,-0.03175911007685739
DENSITY,-0.06392672692175871,-0.048292947100530254,,-0.0034493264213858107,0.09540938982858899,0.043259229706248264,0.16184323250806626,0.015206143794918456,-0.1472930164719894,0.1255029253732434,0.0,-0.024329529567119455,-0.15331151886385808,-0.12320695717623822,-0.10933032334380646,,-0.0947638692757159,0.015596949939763278,0.02622072135588973
INDP_CAT,-0.12196811650952073,-0.40747707248647996,,0.11993244912603201,0.019439964167394547,-0.07080486158301644,0.21339864918377074,0.16701906106379175,-0.011796013648033305,0.13549488492815678,-0.024329529567119458,0.0,-0.15169119375273832,-0.19859839093353207,0.14717928189718538,,0.046264010947798195,0.029951354222173737,0.12847899873272145
EDU,0.03468273686870363,-0.16276546455256963,,-0.10036872738723682,-0.05432228846643379,0.008939173312116213,0.15599500055602866,0.048896218848368686,0.012962733521999836,0.08440009381591881,-0.15331151886385808,-0.15169119375273826,-2.220446049250313e-16,-0.4010645236568472,0.0690253523277109,,-0.33019383011264003,-0.016596507344540583,0.00918467946299776
PINCP_DECILE,0.09781748783196846,-0.11663106237139587,,-0.09281122724719723,-0.059264031593336874,0.05602069728718326,0.26078617079967514,0.1600012142929596,-0.0731073718371486,0.16544975358380637,-0.12320695717623824,-0.19859839093353207,-0.4010645236568472,2.220446049250313e-16,0.08999748079389591,,-0.29243669142923545,-0.09868658330748124,-0.0728415721527928
DVET,0.05397658508394339,-0.1359249222480475,,-0.00031119881994333236,-0.025742018684869934,-0.02115351399259567,0.14161720535615807,0.17822986580983632,-0.06750955133907784,0.01959051035612402,-0.10933032334380646,0.1471792818971854,0.0690253523277109,0.08999748079389591,0.0,,0.10849430650310338,0.07258210917829944,0.045407215756544175
DREM,,,,,,,,,,,,,,,,,,,
DPHY,0.01203627884951618,-0.420720337143257,,0.050307017587809755,0.04203400559942823,0.14080981882929663,0.12482802878485476,0.1611533518527812,0.14153528953815478,0.060456665851165825,-0.0947638692757159,0.046264010947798195,-0.33019383011264003,-0.29243669142923545,0.10849430650310338,,2.220446049250313e-16,0.019196368958254773,-0.031433894653523725
DEYE,-0.03889868887426882,-0.0820719247168733,,0.14127733407546875,0.0935757292866659,0.0358262052893785,-0.038948375934207295,-0.019969933582064316,0.09025897008291281,-0.03448776025262888,0.01559694993976328,0.029951354222173723,-0.016596507344540583,-0.09868658330748124,0.07258210917829945,,0.019196368958254828,0.0,0.005180479743084387
