,AGEP,count_target,count_deidentified
0,13,490,443
1,9,426,469
2,17,424,440
3,6,414,544
4,0,413,173
5,10,408,408
6,4,404,547
7,5,390,463
8,18,387,464
9,19,379,485
10,1,375,128
11,3,374,305
12,16,372,404
13,8,355,377
14,7,346,406
15,14,342,382
16,12,339,391
17,15,335,349
18,2,332,117
19,11,329,339
