,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,1.9984014443252818e-15,-0.015222014519953933,0.18380741336353915,-0.06767806561133005,,,0.258970128920838,0.35422384444664434,,0.17400002934671577
AGEP,-0.015222014519953933,3.1086244689504383e-15,-0.3399311275253035,-0.954739957329235,,,-0.18097213199297557,-0.3172912538581573,,0.05803384906963027
SEX,0.18380741336353915,-0.3399311275253035,-1.1102230246251565e-16,0.11724137124276934,,,0.044021575690330814,0.21912059141331863,,0.36584721689293076
MSP,-0.06767806561133005,-0.954739957329235,0.11724137124276934,4.218847493575595e-15,,,0.6220519576132966,0.6818055648930357,,-0.7093487987575017
HISP,,,,,,,,,,
RAC1P,,,,,,,,,,
NOC,0.258970128920838,-0.18097213199297557,0.044021575690330814,0.6220519576132966,,,-2.220446049250313e-16,0.21751566135066192,,-0.1830780027675294
NPF,0.35422384444664434,-0.3172912538581573,0.21912059141331863,0.6818055648930357,,,0.21751566135066192,1.9984014443252818e-15,,-0.2815945676720086
OWN_RENT,,,,,,,,,,
PINCP_DECILE,0.17400002934671577,0.05803384906963027,0.36584721689293076,-0.7093487987575017,,,-0.1830780027675294,-0.2815945676720086,,0.0
