,INDP,count_target,count_deidentified
9,7270,72,0.0
6,7280,54,18.0
0,7290,72,0.0
2,7370,14,0.0
3,7380,188,0.0
8,7390,91,6.0
7,7460,121,23.0
5,7470,24,0.0
12,7480,9,0.0
14,7490,19,0.0
17,7570,19,37.0
4,7580,27,0.0
16,7590,10,0.0
10,7670,24,0.0
13,7680,11,0.0
15,7690,17,0.0
1,7770,30,0.0
11,7780,15,18.0
18,7790,9,0.0
