,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-9.992007221626409e-16,0.0037369332380422712,-0.00554216080789896,0.07235681855446024,0.003102721172335607,0.026581634383001044,-0.027476995556748207,-0.009895200907195478,-0.09676937840112938,0.07214754925805306
SEX,0.0037369332380422712,0.0,0.0028427981028823456,0.006441267409726541,0.0002365576156623736,0.0002306803936628979,-0.004097146007811071,0.0011030116810203106,0.08453845232521014,-0.017887225257536454
MSP,-0.00554216080789896,0.0028427981028823456,-4.773959005888173e-15,-0.0021961084267395382,-0.008842952393469106,-0.0030199676985993296,-0.004836483929956642,-0.0068488984260391544,0.019152365930432038,-0.0254379733573845
RAC1P,0.07235681855446024,0.006441267409726541,-0.0021961084267395382,-9.992007221626409e-15,-0.01435939014250178,0.0017780345909952748,-0.012269103879204095,0.029196879086171426,0.014593709277063254,-0.013545765100248745
HOUSING_TYPE,0.003102721172335607,0.0002365576156623736,-0.008842952393469106,-0.01435939014250178,-1.3988810110276972e-14,0.020392589830228514,-0.0018620113341612787,-0.013534665434820098,0.01776851571842265,0.0472107648876298
OWN_RENT,0.026581634383001044,0.0002306803936628979,-0.0030199676985993296,0.0017780345909952748,0.020392589830228514,0.0,-0.009612050211064833,0.006529844728212775,0.0006162523306287096,-0.036749600017931205
EDU,-0.027476995556748207,-0.004097146007811071,-0.004836483929956642,-0.012269103879204095,-0.0018620113341612787,-0.009612050211064833,-5.10702591327572e-15,-0.01968316230499012,-0.02799396767747611,-0.03792042479982652
PINCP_DECILE,-0.009895200907195478,0.0011030116810203106,-0.0068488984260391544,0.029196879086171426,-0.013534665434820098,0.006529844728212775,-0.01968316230499012,1.6653345369377348e-15,-0.057200959075379684,-0.04238548822487348
DVET,-0.09676937840112938,0.08453845232521014,0.019152365930432038,0.014593709277063254,0.01776851571842265,0.0006162523306287096,-0.02799396767747611,-0.057200959075379684,-1.8762769116165146e-14,0.025921086985999386
DEYE,0.07214754925805306,-0.017887225257536454,-0.0254379733573845,-0.013545765100248745,0.0472107648876298,-0.036749600017931205,-0.03792042479982652,-0.04238548822487348,0.025921086985999386,7.771561172376096e-16
