,NPF,count_target,count_deidentified
0,-1,8043,7879.0
1,2,6625,6832.0
2,4,4317,4269.0
3,3,4213,4124.0
4,5,2300,2372.0
5,6,1000,832.0
6,7,346,325.0
7,8,235,354.0
8,9,75,101.0
9,10,41,95.0
10,12,36,70.0
11,11,22,0.0
