,DENSITY,count_target,count_deidentified
0,7,7400,17342.0
1,0,5526,0.0
2,8,4526,0.0
3,10,3694,4967.0
4,13,2117,3320.0
5,11,1574,1622.0
6,9,1365,0.0
7,12,1051,2.0
