,PUMA,count_target,count_deidentified
0,8,2496,2459
1,16,2298,2284
2,12,1978,1882
3,5,1574,1676
4,19,1570,1601
5,2,1547,1568
6,7,1374,1440
7,13,1365,1348
8,3,1326,1396
9,18,1269,1195
10,17,1250,1260
11,4,1231,1202
12,10,1185,1200
13,15,1154,1110
14,1,1051,997
15,9,1028,962
16,11,1002,1048
17,14,963,963
18,6,855,877
19,0,737,785
