,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.010438256635514502,-0.00867648298258833,-0.044213714722981495,-0.008373047335529182,-0.0066318320564408145,0.026075723438845955,0.020335658715932958,0.006384361602386451,0.00371335620396758
SEX,-0.010438256635514495,0.0,0.07500811285501655,0.029624171635989165,0.03855214558408293,-0.00888910477093344,-0.04504315886047769,-0.01310712897778954,-0.0101528596581206,-0.12937337050003134
MSP,-0.008676482982588357,0.07500811285501656,0.0,0.010050847276425547,-0.0018331803334440955,-0.009485282284059586,-0.030868399025992033,-0.028492339513346232,-0.013248760435337084,-0.018261658880625253
RAC1P,-0.04421371472298151,0.029624171635989162,0.01005084727642555,-1.1102230246251565e-16,0.09109336371476956,-0.035191819544699465,-0.01725904045665922,-0.024222084798428703,-0.026273611831969256,0.01783337595168291
HOUSING_TYPE,-0.00837304733552919,0.03855214558408293,-0.0018331803334440955,0.09109336371476956,-1.1102230246251565e-16,-0.03244821472854936,-0.01710367592376939,-0.0028650778837713206,-0.0018890112837307502,0.1076840614227296
OWN_RENT,-0.006631832056440828,-0.008889104770933442,-0.009485282284059586,-0.03519181954469946,-0.03244821472854936,0.0,-0.005341359231881726,-0.00704292775065158,-0.015011338526962893,-0.04602649558267509
EDU,0.02607572343884601,-0.04504315886047769,-0.030868399025992033,-0.017259040456659228,-0.017103675923769386,-0.005341359231881726,0.0,0.007936472824454754,0.01613026913959109,0.0033008921196473386
PINCP_DECILE,0.020335658715932958,-0.013107128977789567,-0.02849233951334626,-0.02422208479842869,-0.0028650778837713137,-0.007042927750651573,0.007936472824454865,-1.1102230246251565e-16,0.01328246996686222,0.008151151496800268
DVET,0.006384361602386465,-0.010152859658120628,-0.013248760435337084,-0.026273611831969256,-0.0018890112837307467,-0.015011338526962896,0.016130269139591064,0.013282469966862248,2.220446049250313e-16,0.01954868359719511
DEYE,0.00371335620396758,-0.12937337050003134,-0.018261658880625253,0.01783337595168291,0.10768406142272961,-0.04602649558267509,0.0033008921196473386,0.008151151496800268,0.01954868359719511,1.1102230246251565e-16
