,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,DVET,DEYE
AGEP,0.0,0.11932260548430067,-0.35518782616035577,,-0.0315873388435807,0.03446755719954238,,-0.05880057260524016
SEX,0.11932260548430067,-3.3306690738754696e-16,-0.12643166132901626,,-0.11695346522996125,0.18108181243676902,,0.04043419896064264
MSP,-0.35518782616035577,-0.12643166132901626,0.0,,0.12483251370913673,-0.2901510177651303,,0.13110660896455845
RAC1P,,,,,,,,
HOUSING_TYPE,-0.0315873388435807,-0.11695346522996125,0.12483251370913673,,0.0,-0.1266104164745041,,0.1302798424413035
OWN_RENT,0.03446755719954238,0.18108181243676902,-0.2901510177651303,,-0.1266104164745041,0.0,,-0.3350179870615851
DVET,,,,,,,,
DEYE,-0.05880057260524016,0.04043419896064264,0.13110660896455845,,0.1302798424413035,-0.3350179870615851,,1.176836406102666e-14
