,WGTP,count_target,count_deidentified
0,15,164,4.0
1,14,159,3.0
2,17,156,2.0
3,6,150,2.0
4,3,147,3.0
5,10,146,1.0
6,16,146,2.0
7,8,145,1.0
8,7,140,1.0
9,18,136,4.0
10,11,133,5.0
11,0,131,45.0
12,5,125,2.0
13,9,123,3.0
14,4,112,3.0
15,2,110,1.0
16,19,97,8.0
17,1,84,0.0
18,13,83,3.0
19,12,81,1.0
