,AGEP,count_target,count_deidentified
0,3,1716,1597
1,12,1630,2078
2,15,1550,1281
3,17,1531,1135
4,7,1511,2041
5,6,1488,1977
6,13,1419,1747
7,8,1402,1834
8,19,1381,1503
9,1,1381,501
10,0,1353,509
11,9,1344,1782
12,18,1295,1034
13,11,1263,1662
14,4,1240,1243
15,2,1225,415
16,10,1192,1456
17,14,1132,1203
18,16,1118,895
19,5,1082,1360
