,PUMA,count_target,count_deidentified
0,8,2496,2398
1,16,2298,2775
2,12,1978,1441
3,5,1574,2284
4,19,1570,1551
5,2,1547,1213
6,7,1374,1156
7,13,1365,981
8,3,1326,909
9,18,1269,1594
10,17,1250,1016
11,4,1231,995
12,10,1185,960
13,15,1154,1288
14,1,1051,1353
15,9,1028,811
16,11,1002,840
17,14,963,1281
18,6,855,1576
19,0,737,831
