,NOC,count_target,count_deidentified
0,0,16052,16315
1,2,3661,2837
2,1,3128,4824
3,-1,1818,383
4,3,1764,1498
5,4,517,470
6,5,221,387
7,6,51,182
8,7,29,181
9,9,12,176
