,PWGTP,count_target,count_deidentified
0,3,201,229
1,5,201,222
2,4,200,184
3,2,176,193
4,10,136,126
5,17,134,125
6,7,132,130
7,11,129,134
8,6,128,116
9,18,126,114
10,8,117,126
11,13,116,118
12,1,115,129
13,19,112,123
14,12,106,124
15,9,105,102
16,14,99,103
17,16,98,103
18,15,97,85
19,0,84,82
