,PINCP_DECILE,count_target,count_deidentified
0,-1,398,374
1,0,287,295
2,7,259,232
3,8,251,265
4,9,251,257
5,5,226,225
6,4,217,224
7,6,217,262
8,3,212,217
9,2,193,213
10,1,101,104
