,EDU,count_target,count_deidentified
0,9,509,521
1,7,477,493
2,5,412,436
3,3,270,250
4,4,220,218
5,10,177,177
6,8,153,148
7,6,120,143
8,-1,82,69
9,1,64,68
10,2,53,63
11,11,47,43
12,12,28,39
