,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-5.551115123125783e-16,-0.05938126990331285,-0.14008272716287715,0.13409980853432324,-0.052005791203653784,0.15654723956174718,-0.5583730588596321,-0.5631945679640414,-0.09222818105033788,0.12668454967228326
SEX,-0.05938126990331285,-2.886579864025407e-15,-0.013321676076512906,0.03447686698799026,-0.018970569428132196,-0.02451795461080672,-0.0560107492948516,0.14244241408857855,0.10639216656000695,0.03131802441032503
MSP,-0.14008272716287715,-0.013321676076512906,-8.881784197001252e-15,0.0010037837063396763,-0.1576881635701519,-0.013070384267296037,-0.2660143287730403,-0.1850320728994207,0.011727914966165112,0.002494505169049914
RAC1P,0.13409980853432324,0.03447686698799026,0.0010037837063396763,0.0,-0.0034620857329617045,-0.003913853075984946,0.08044389870223877,0.09224181283518122,0.01426854459710977,-0.023912486676513207
HOUSING_TYPE,-0.052005791203653784,-0.018970569428132196,-0.1576881635701519,-0.0034620857329617045,2.5646151868841116e-14,0.38409279784091777,0.009020299162161885,0.06275305004910157,0.03281793047875711,0.07996205531752862
OWN_RENT,0.15654723956174718,-0.02451795461080672,-0.013070384267296037,-0.003913853075984946,0.38409279784091777,0.0,0.053718275408060956,0.02974527604062938,0.006847387169861213,-0.016116819766376782
EDU,-0.5583730588596321,-0.0560107492948516,-0.2660143287730403,0.08044389870223877,0.009020299162161885,0.053718275408060956,4.107825191113079e-15,-0.679809742318161,-0.0922917517376294,-0.0017621638626364126
PINCP_DECILE,-0.5631945679640414,0.14244241408857855,-0.1850320728994207,0.09224181283518122,0.06275305004910157,0.02974527604062938,-0.679809742318161,-2.220446049250313e-15,-0.10190132434325319,-0.009146755286052374
DVET,-0.09222818105033788,0.10639216656000695,0.011727914966165112,0.01426854459710977,0.03281793047875711,0.006847387169861213,-0.0922917517376294,-0.10190132434325319,-2.042810365310288e-14,-0.013637726039808729
DEYE,0.12668454967228326,0.03131802441032503,0.002494505169049914,-0.023912486676513207,0.07996205531752862,-0.016116819766376782,-0.0017621638626364126,-0.009146755286052374,-0.013637726039808729,-2.2870594307278225e-14
